fpr,tpr
0.0,0.0
0.0,6.150250622712876e-05
0.0,0.00018450751868138627
0.0,0.00024601002490851504
0.0,0.005750484332236539
0.0,0.007103539469233372
0.0,0.0071650419754605
0.0,0.007964574556413175
0.0,0.008364340846889511
0.0,0.008671853378025155
0.0,0.008702604631138719
0.0,0.008948614656047234
0.0,0.009071619668501492
0.0,0.009532888465204958
0.0,0.009625142224545651
0.0,0.009871152249454165
0.0,0.009932654755681294
0.0,0.009963406008794858
0.0,0.010270918539930502
0.0,0.010363172299271195
0.0,0.010393923552384759
0.0,0.010547679817952581
0.0,0.010639933577293275
0.0,0.010670684830406839
0.0,0.011131953627110305
0.0,0.011193456133337434
0.0,0.01903502567729635
0.0,0.019065776930409915
0.0,0.019219533195977734
0.0,0.019988314523816844
0.0,0.0214951259263815
0.0,0.021802638457517145
0.0,0.021864140963744273
0.0,0.0219256434699714
0.0,0.02204864848242566
0.0,0.022110150988652787
0.0,0.022171653494879918
0.0,0.022233156001107045
0.0,0.022294658507334173
0.0,0.022448414772901996
0.0,0.022509917279129123
0.0,0.022663673544696946
0.0,0.02297118607583259
0.0,0.023063439835173283
0.0,0.023094191088286847
0.0,0.023155693594513978
0.0,0.02324794735385467
0.0,0.023340201113195364
0.0,0.023493957378763183
0.0,0.02352470863187675
0.0,0.023647713644331006
0.0,0.023709216150558134
0.0,0.023770718656785265
0.0,0.023832221163012392
0.0,0.023985977428580215
0.0,0.024047479934807343
0.0,0.02487776376887358
0.0,0.024908515021987147
0.0,0.025093022540668534
0.0,0.025277530059349917
0.0,0.025308281312463484
0.0,0.025462037578031303
0.0,0.02549278883114487
0.0,0.025554291337371998
0.0,0.026107813893416158
0.0,0.026169316399643285
0.0,0.026292321412097544
0.0,0.026661336449460317
0.0,0.02675359020880101
0.0,0.026815092715028136
0.0,0.027768381561548632
0.0,0.027983640333343583
0.0,0.02801439158645715
0.0,0.02810664534579784
0.0,0.0282296503582521
0.0,0.028260401611365664
0.0,0.028537162889387742
0.0,0.028629416648728437
0.0,0.029182939204772596
0.0,0.02921369045788616
0.0,0.029275192964113288
0.0,0.02936744672345398
0.0,0.029582705495248933
0.0,0.029613456748362497
0.0,0.02985946677327101
0.0,0.02992096927949814
0.0,0.032842338325286755
0.0,0.03293459208462745
0.0,0.03299609459085458
0.0,0.03311909960330883
0.0,0.033242104615763095
0.0,0.033272855868876655
0.0,0.03333435837510378
0.0,0.03336510962821735
0.0,0.033488114640671605
0.0,0.03351886589378517
0.0,0.03398013469048864
0.0,0.034379900980964974
0.0,0.034564408499646364
0.0,0.03468741351210062
0.0,0.03484116977766844
0.0,0.035240936068144775
0.0,0.035425443586826165
0.0,0.03551769734616685
0.0,0.03557919985239399
0.0,0.03591746363664319
0.0,0.03604046864909745
0.0,0.03622497616777884
0.0,0.0362557274208924
0.0,0.036347981180233094
0.0,0.03637873243334666
0.0,0.03644023493957379
0.0,0.036778498723822994
0.0,0.03680924997693656
0.0,0.036963006242504384
0.0,0.036993757495617945
0.0,0.03705526000184507
0.0,0.037178265014299335
0.0,0.03723976752052646
0.0,0.03730127002675359
0.0,0.03736277253298072
0.0,0.037424275039207845
0.0,0.03745502629232141
0.0,0.03751652879854854
0.0,0.037854792582797746
0.0,0.03788554383591131
0.0,0.03794704634213844
0.0,0.038039300101479136
0.0,0.03813155386081983
0.0,0.03819305636704696
0.0,0.038316061379501214
0.0,0.03837756388572834
0.0,0.03840831513884191
0.0,0.038531320151296164
0.0,0.03862357391063686
0.0,0.039146345213567454
0.0,0.03920784771979458
0.0,0.03923859897290815
0.0,0.03930010147913528
0.0,0.03933085273224884
0.0,0.040284141578769334
0.0,0.04037639533811003
0.0,0.040407146591223596
0.0,0.040468649097450723
0.0,0.040899166641040624
0.0,0.04096066914726775
0.0,0.04099142040038131
0.0,0.0411759279190627
0.0,0.04120667917217627
0.0,0.0412681816784034
0.0,0.04129893293151696
0.0,0.04145268919708478
0.0,0.041575694209539035
0.0,0.04166794796887973
0.0,0.0420369630062425
0.0,0.04215996801869676
0.0,0.04243672929671884
0.0,0.042467480549832404
0.0,0.04252898305605953
0.0,0.042590485562286666
0.0,0.042651988068513794
0.0,0.042682739321627354
0.0,0.04277499308096805
0.0,0.04326701313078508
0.0,0.043328515637012205
0.0,0.04339001814323934
0.0,0.0434207693963529
0.0,0.04354377440880716
0.0,0.04357452566192072
0.0,0.04366677942126142
0.0,0.04378978443371567
0.0,0.04397429195239706
0.0,0.04406654571173775
0.0,0.04846397490697746
0.0,0.048586979919431714
0.0,0.04861773117254528
0.0,0.048740736184999536
0.0,0.04880223869122667
0.0,0.04923275623481657
0.0,0.04932500999415726
0.0,0.05000153756265568
0.0,0.05009379132199637
0.0,0.050493557612472706
0.0,0.05083182139672192
0.0,0.050893323902949046
0.0,0.05098557766228974
0.0,0.05104708016851687
0.0,0.05132384144653895
0.0,0.05141609520587964
0.0,0.05147759771210677
0.0,0.051600602724561025
0.0,0.05175435899012885
0.0,0.051785110243242415
0.0,0.05184661274946954
0.0,0.0518773640025831
0.0,0.052031120268150925
0.0,0.05215412528060519
0.0,0.05218487653371875
0.0,0.052246379039945876
0.0,0.05236938405240014
0.0,0.052430886558627265
0.0,0.05252314031796796
0.0,0.05258464282419509
0.0,0.05261539407730865
0.0,0.05270764783664934
0.0,0.05273839908976291
0.0,0.05279990159599004
0.0,0.052861404102217166
0.0,0.052922906608444294
0.0,0.05295365786155786
0.0,0.053076662874012116
0.0,0.05329192164580707
0.0,0.053353424152034194
0.0,0.05341492665826132
0.0,0.053537931670715584
0.0,0.05359943417694271
0.0,0.05363018543005627
0.0,0.05369168793628341
0.0,0.05381469294873766
0.0,0.05390694670807836
0.0,0.05412220547987331
0.0,0.05424521049232756
0.0,0.05427596174544113
0.0,0.05452197177034964
0.0,0.05458347427657677
0.0,0.054644976782803896
0.0,0.05467572803591746
0.0,0.05473723054214459
0.0,0.054829484301485286
0.0,0.054890986807712414
0.0,0.05492173806082598
0.0,0.055044743073280236
0.0,0.05522925059196162
0.0,0.055260001845075186
0.0,0.05535225560441588
0.0,0.05541375811064301
0.0,0.055506011869983704
0.0,0.05584427565423291
0.0,0.05587502690734648
0.0,0.055936529413573605
0.0,0.055967280666687165
0.0,0.0560287831729143
0.0,0.05612103693225499
0.0,0.05630554445093638
0.0,0.05633629570404994
0.0,0.05642854946339063
0.0,0.05649005196961776
0.0,0.056582305728958456
0.0,0.05661305698207202
0.0,0.05667455948829915
0.0,0.0591346597373843
0.0,0.059165410990497866
0.0,0.059226913496724994
0.0,0.059257664749838554
0.0,0.059380669762292816
0.0,0.0595651772809742
0.0,0.059657431040314894
0.0,0.060087948583904795
0.0,0.06196377502383222
0.0,0.062056028783172915
0.0,0.06208678003628648
0.0,0.06220978504874074
0.0,0.06245579507364925
0.0,0.06288631261723915
0.0,0.06294781512346628
0.0,0.0630093176296934
0.0,0.06304006888280697
0.0,0.06365509394507826
0.0,0.06368584519819183
0.0,0.06377809895753252
0.0,0.06383960146375965
0.0,0.06417786524800885
0.0,0.06420861650112242
0.0,0.06479289031028014
0.0,0.06485439281650728
0.0,0.0649158953227344
0.0,0.06497739782896153
0.0,0.06506965158830222
0.0,0.06522340785387004
0.0,0.06528491036009718
0.0,0.0653464128663243
0.0,0.06550016913189212
0.0,0.06568467665057351
0.0,0.06583843291614133
0.0,0.06593068667548202
0.0,0.06651496048463974
0.0,0.06657646299086688
0.0,0.06660721424398044
0.0,0.0667302192564347
0.0,0.06679172176266183
0.0,0.06685322426888896
0.0,0.06688397552200252
0.0,0.06694547802822964
0.0,0.06703773178757035
0.0,0.0671607368000246
0.0,0.0675912543436145
0.0,0.06762200559672807
0.0,0.06771425935606876
0.0,0.06774501060918232
0.0,0.06786801562163658
0.0,0.06789876687475015
0.0,0.06796026938097728
0.0,0.06799102063409083
0.0,0.06805252314031797
0.0,0.06817552815277222
0.0,0.06823703065899936
0.0,0.06826778191211291
0.0,0.06836003567145361
0.0,0.06857529444324856
0.0,0.06863679694947569
0.0,0.06866754820258926
0.0,0.06879055321504352
0.0,0.06885205572127064
0.0,0.06891355822749777
0.0,0.06922107075863342
0.0,0.06934407577108767
0.0,0.0694055782773148
0.0,0.06946708078354193
0.0,0.06952858328976906
0.0,0.06959008579599618
0.0,0.06977459331467757
0.0,0.0698360958209047
0.0,0.07008210584581322
0.0,0.07014360835204035
0.0,0.07032811587072173
0.0,0.07045112088317598
0.0,0.07051262338940312
0.0,0.07057412589563025
0.0,0.0706048771487438
0.0,0.07066637965497094
0.0,0.0707893846674252
0.0,0.07085088717365233
0.0,0.07091238967987945
0.0,0.07097389218610659
0.0,0.07106614594544727
0.0,0.07112764845167441
0.0,0.07118915095790153
0.0,0.07140440972969649
0.0,0.07143516098281005
0.0,0.07149666348903717
0.0,0.07152741474215074
0.0,0.07158891724837788
0.0,0.07161966850149143
0.0,0.07180417602017282
0.0,0.07186567852639995
0.0,0.07195793228574064
0.0,0.07198868353885421
0.0,0.0721731910575356
0.0,0.07235769857621697
0.0,0.07244995233555768
0.0,0.0725114548417848
0.0,0.0726037086011255
0.0,0.07266521110735262
0.0,0.07275746486669332
0.0,0.07284971862603401
0.0,0.07300347489160183
0.0,0.07309572865094252
0.0,0.07321873366339679
0.0,0.07328023616962391
0.0,0.07331098742273748
0.0,0.07401826624434946
0.0,0.07404901749746302
0.0,0.07426427626925797
0.0,0.07429502752237153
0.0,0.07435653002859867
0.0,0.07441803253482579
0.0,0.074756296319075
0.0,0.07478704757218857
0.0,0.07487930133152926
0.0,0.07641686398720748
0.0,0.0764783664934346
0.0,0.0765706202527753
0.0,0.07660137150588886
0.0,0.07678587902457025
0.0,0.07681663027768382
0.0,0.0769088840370245
0.0,0.07764691411175005
0.0,0.07773916787109075
0.0,0.0777699191242043
0.0,0.07786217288354501
0.0,0.07798517789599926
0.0,0.07807743165533995
0.0,0.07813893416156709
0.0,0.07826193917402134
0.0,0.07860020295827055
0.0,0.07866170546449767
0.0,0.07875395922383838
0.0,0.0788154617300655
0.0,0.07884621298317906
0.0,0.07896921799563332
0.0,0.07899996924874689
0.0,0.07909222300808758
0.0,0.07964574556413175
0.0,0.0796764968172453
0.0,0.07973799932347243
0.0,0.079768750576586
0.0,0.07989175558904026
0.0,0.08007626310772165
0.0,0.08016851686706233
0.0,0.08026077062640302
0.0,0.08032227313263016
0.0,0.08035302438574372
0.0,0.08041452689197084
0.0,0.08044527814508441
0.0,0.0805375319044251
0.0,0.08066053691687937
0.0,0.08075279067622006
0.0,0.08081429318244719
0.0,0.08087579568867431
0.0,0.080968049448015
0.0,0.08099880070112857
0.0,0.08112180571358282
0.0,0.08124481072603709
0.0,0.08130631323226421
0.0,0.08136781573849135
0.0,0.08388941849380362
0.0,0.08392016974691718
0.0,0.08398167225314432
0.0,0.08401242350625789
0.0,0.084073926012485
0.0,0.08422768227805283
0.0,0.08428918478427996
0.0,0.08431993603739352
0.0,0.08441218979673422
0.0,0.08447369230296134
0.0,0.08471970232786986
